Naive Bayes,0.6667,0.1538,0.0323,0.5608,0.25,0.2201,0.5608
Decision Tree,0.1667,0.0769,0.1613,0.4578,0.1053,-0.1122,0.4578
Nearest Centroid,0.5,0.2308,0.0968,0.567,0.3158,0.1781,0.567
Naive Bayes,0.1429,0.1,0.1765,0.4618,0.1176,-0.0876,0.4618
Decision Tree,0.1111,0.1,0.2353,0.4324,0.1053,-0.1406,0.4324
Nearest Centroid,0.1667,0.3,0.4412,0.4294,0.2143,-0.1203,0.4294
Naive Bayes,0.5,0.3333,0.0541,0.6396,0.4,0.3332,0.6396
Decision Tree,0.0,0.0,0.1622,0.4189,0.0,-0.1622,0.4189
Nearest Centroid,0.4286,0.5,0.1081,0.6959,0.4615,0.3678,0.6959
Naive Bayes,0.1667,0.25,0.1282,0.5609,0.2,0.1021,0.5609
Decision Tree,0.0,0.0,0.2821,0.359,0.0,-0.1878,0.359
Nearest Centroid,0.125,0.25,0.1795,0.5353,0.1667,0.0526,0.5353
Naive Bayes,0.3333,0.25,0.0513,0.5994,0.2857,0.2266,0.5994
Decision Tree,0.2,0.5,0.2051,0.6474,0.2857,0.2027,0.6474
Nearest Centroid,0.1429,0.25,0.1538,0.5481,0.1818,0.0757,0.5481
Naive Bayes Mean,0.36192,0.21742,0.08848,0.5645,0.25066,0.15888,0.5645
Decision Tree Mean,0.09556,0.13538,0.2092,0.4631,0.09926,-0.08002000000000001,0.4631
Nearest Centroid Mean,0.27264,0.30616,0.19588,0.55514,0.26802000000000004,0.11078000000000002,0.55514
